Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Activation of ATR in response to replication stress Homo sapiens R-HSA-176187,0.8704885102524195,3.8619215859643026,0.0,0.0,37,37,MCM2;CDC45;MCM4;MCM10;CDC25A;CHEK1;ORC1;MCM7;MCM3;RFC4;MCM6;CDC25C;MCM5;CDC7;MCM8;CDC6;RAD9A;RFC2;CDK2;RFC3;ATRIP;ORC3;DBF4;ORC5;RFC5;ORC4;ORC6;HUS1;RAD9B;RPA1;RPA3;ORC2;RAD17;CLSPN;ATR;RAD1;RPA2,MCM2;CDC45;MCM4;MCM10;CDC25A;CHEK1;ORC1;MCM7;MCM3;RFC4;MCM6;CDC25C;MCM5;CDC7;MCM8;CDC6;RAD9A;RFC2;CDK2;RFC3
Activation of the pre-replicative complex Homo sapiens R-HSA-68962,0.8782523451517367,3.72284067876841,0.0,0.0,30,30,MCM2;CDC45;MCM4;CDT1;MCM10;ORC1;MCM7;MCM3;MCM6;MCM5;POLA2;CDC7;POLE;MCM8;CDC6;PRIM2;CDK2;PRIM1;POLE2;RPA4;ORC3;DBF4;ORC5;ORC4;ORC6;POLA1;RPA1;RPA3;ORC2;RPA2,MCM2;CDC45;MCM4;CDT1;MCM10;ORC1;MCM7;MCM3;MCM6;MCM5;POLA2;CDC7;POLE;MCM8;CDC6;PRIM2;CDK2;PRIM1;POLE2;RPA4
Chromosome Maintenance Homo sapiens R-HSA-73886,0.776935718987322,3.5327333227506954,0.0,0.0,86,60,CENPA;CENPN;HJURP;DKC1;CENPO;CENPM;FEN1;OIP5;POLD1;RFC4;ACD;CENPW;POLA2;LIG1;POLE;CENPU;MIS18A;DNA2;POLD2;CENPL;PRIM2;CENPK;RFC2;POLD3;RUVBL2;PRIM1;RFC3;POLE2;WRAP53;HIST1H2BO;TERF2IP;RBBP4;TERF2;CENPT;NHP2;TERF1;RSF1;CENPH;RUVBL1;CENPI;HIST1H2BK;PCNA;CENPQ;RFC5;RFC1;POLA1;NPM1;TERT;RPA1;RPA3;POLD4;RBBP7;SMARCA5;CENPC;POT1;MIS18BP1;RPA2;CENPP;ITGB3BP;TINF2,CENPA;CENPN;HJURP;DKC1;CENPO;CENPM;FEN1;OIP5;POLD1;RFC4;ACD;CENPW;POLA2;LIG1;POLE;CENPU;MIS18A;DNA2;POLD2;CENPL;PRIM2;CENPK;RFC2;POLD3;RUVBL2;PRIM1;RFC3;POLE2;WRAP53;HIST1H2BO;TERF2IP;RBBP4;TERF2;CENPT;NHP2
DNA Replication Homo sapiens R-HSA-69306,0.7594161932822391,3.4854045591564575,0.0,0.0,105,105,MCM2;CDC45;E2F2;CCNA2;MCM4;CDT1;MCM10;GINS4;PSMD3;FEN1;GINS2;GINS3;ORC1;MCM7;PSMD2;MCM3;POLD1;RFC4;MCM6;MCM5;PSMB3;POLA2;LIG1;CDC7;PSMD11;POLE;PSMB2;PSMC3;MCM8;CDC6;DNA2;POLD2;E2F3;PSMA7;CCNA1;PRIM2;PSMB7;PSMB1;PSMD7;RFC2;PSMD8;POLD3;PSMB5;CDK2;PRIM1;RFC3;PSMB6;PSME4;POLE2;PSMD14;RPA4;PSMC2;PSMD4;PSMB4;PSMA6;FZR1;PSME3;UBC;PSMC1;PSMC5;PSMD1;PSMB9;PSMA5;GMNN;PSMD13;PSMD9;UBB;PSMD10;PSMC4;PCNA;PSMA1;UBA52;ORC3;PSMB10;PSME2;DBF4;ORC5;PSMB11;RFC5;ORC4;ORC6;RFC1;POLA1;PSMA4;PSMF1;GINS1;RPA1;PSMA3;RPA3;E2F1;POLD4;PSMA2;ORC2;PSMA8;CDKN1A;RPS27A;PSMB8;PSMD12;PSMC6;RB1;PSMD6;PSMD5;RPA2;PSME1;CDKN1B,MCM2;CDC45;E2F2;CCNA2;MCM4;CDT1;MCM10;GINS4;PSMD3;FEN1;GINS2;GINS3;ORC1;MCM7;PSMD2;MCM3;POLD1;RFC4;MCM6;MCM5;PSMB3;POLA2;LIG1;CDC7;PSMD11;POLE;PSMB2;PSMC3;MCM8;CDC6;DNA2;POLD2;E2F3;PSMA7;CCNA1;PRIM2;PSMB7;PSMB1;PSMD7;RFC2;PSMD8;POLD3;PSMB5;CDK2;PRIM1;RFC3;PSMB6;PSME4;POLE2
DNA Replication Pre-Initiation Homo sapiens R-HSA-69002,0.7380758698570479,3.44339856581202,0.0,0.0,82,82,MCM2;CDC45;E2F2;MCM4;CDT1;MCM10;PSMD3;ORC1;MCM7;PSMD2;MCM3;MCM6;MCM5;PSMB3;POLA2;CDC7;PSMD11;POLE;PSMB2;PSMC3;MCM8;CDC6;E2F3;PSMA7;PRIM2;PSMB7;PSMB1;PSMD7;PSMD8;PSMB5;CDK2;PRIM1;PSMB6;PSME4;POLE2;PSMD14;RPA4;PSMC2;PSMD4;PSMB4;PSMA6;PSME3;UBC;PSMC1;PSMC5;PSMD1;PSMB9;PSMA5;GMNN;PSMD13;PSMD9;UBB;PSMD10;PSMC4;PSMA1;UBA52;ORC3;PSMB10;PSME2;DBF4;ORC5;PSMB11;ORC4;ORC6;POLA1;PSMA4;PSMF1;RPA1;PSMA3;RPA3;E2F1;PSMA2;ORC2;PSMA8;RPS27A;PSMB8;PSMD12;PSMC6;PSMD6;PSMD5;RPA2;PSME1,MCM2;CDC45;E2F2;MCM4;CDT1;MCM10;PSMD3;ORC1;MCM7;PSMD2;MCM3;MCM6;MCM5;PSMB3;POLA2;CDC7;PSMD11;POLE;PSMB2;PSMC3;MCM8;CDC6;E2F3;PSMA7;PRIM2;PSMB7;PSMB1;PSMD7;PSMD8;PSMB5;CDK2;PRIM1;PSMB6;PSME4;POLE2;PSMD14;RPA4;PSMC2;PSMD4;PSMB4;PSMA6
DNA strand elongation Homo sapiens R-HSA-69190,0.9126168305320007,4.108540785244987,0.0,0.0,32,32,MCM2;CDC45;MCM4;GINS4;FEN1;GINS2;GINS3;MCM7;MCM3;POLD1;RFC4;MCM6;MCM5;POLA2;LIG1;MCM8;DNA2;POLD2;PRIM2;RFC2;POLD3;PRIM1;RFC3;PCNA;RFC5;RFC1;POLA1;GINS1;RPA1;RPA3;POLD4;RPA2,MCM2;CDC45;MCM4;GINS4;FEN1;GINS2;GINS3;MCM7;MCM3;POLD1;RFC4;MCM6;MCM5;POLA2;LIG1;MCM8;DNA2;POLD2;PRIM2;RFC2;POLD3;PRIM1;RFC3
E2F mediated regulation of DNA replication Homo sapiens R-HSA-113510,0.8090073970478622,3.6081258716023785,0.0,0.0,33,33,CDC45;CDT1;CDC25A;TYMS;CCNE1;FBXO5;ORC1;PPP2R3B;POLA2;CDK1;CCNB1;RRM2;MCM8;CDC6;CCNA1;PRIM2;PRIM1;TFDP1;PPP2R1B;PPP2CB;PCNA;ORC3;ORC5;ORC4;ORC6;POLA1;E2F1;ORC2;DHFR;PPP2R1A;RB1;TK2;PPP2CA,CDC45;CDT1;CDC25A;TYMS;CCNE1;FBXO5;ORC1;PPP2R3B;POLA2;CDK1;CCNB1;RRM2;MCM8;CDC6;CCNA1;PRIM2;PRIM1
Extension of Telomeres Homo sapiens R-HSA-180786,0.8406992064906247,3.427632968039033,0.0,0.0,28,28,DKC1;FEN1;POLD1;RFC4;POLA2;LIG1;POLE;DNA2;POLD2;PRIM2;RFC2;POLD3;RUVBL2;PRIM1;RFC3;POLE2;WRAP53;NHP2;RUVBL1;PCNA;RFC5;RFC1;POLA1;TERT;RPA1;RPA3;POLD4;RPA2,DKC1;FEN1;POLD1;RFC4;POLA2;LIG1;POLE;DNA2;POLD2;PRIM2;RFC2;POLD3;RUVBL2;PRIM1;RFC3;POLE2;WRAP53;NHP2
G0 and Early G1 Homo sapiens R-HSA-1538133,0.8378725266346766,3.5466455500179177,0.0,0.0,25,24,CCNA2;CDC25A;TOP2A;CCNE1;E2F5;CDK1;E2F4;CDC6;CCNA1;LIN54;CDK2;TFDP2;RBL1;TFDP1;RBBP4;LIN9;HDAC1;MYBL2;PCNA;RBL2;DYRK1A;CCNE2;E2F1;LIN52,CCNA2;CDC25A;TOP2A;CCNE1;E2F5;CDK1;E2F4;CDC6;CCNA1;LIN54;CDK2;TFDP2;RBL1;TFDP1;RBBP4;LIN9;HDAC1
G1/S Transition Homo sapiens R-HSA-69206,0.7168464419312619,3.407407506887642,0.0,0.0,112,112,PKMYT1;MCM2;CDC45;CCNA2;MCM4;CDT1;MCM10;CDC25A;PSMD3;TYMS;CCNE1;FBXO5;SKP2;ORC1;MCM7;PSMD2;MCM3;MCM6;PPP2R3B;MCM5;PSMB3;POLA2;CDK1;CDC7;PSMD11;CCNB1;POLE;PSMB2;CDK4;RRM2;PSMC3;MCM8;CDC6;PSMA7;CCNA1;PRIM2;CKS1B;PSMB7;PSMB1;PSMD7;PSMD8;PSMB5;CUL1;CDK2;PRIM1;PSMB6;POLE2;PSMD14;MYC;RPA4;PSMC2;TFDP1;PSMD4;PSMB4;PSMA6;PTK6;PSME3;UBC;PSMC1;PSMC5;PSMD1;PSMB9;PPP2R1B;PSMA5;PPP2CB;PSMD13;PSMD9;UBB;PSMD10;PSMC4;PCNA;PSMA1;UBA52;ORC3;PSMB10;PSME2;DBF4;ORC5;CCND1;ORC4;ORC6;POLA1;PSMA4;PSMF1;RPA1;PSMA3;RPA3;CCNE2;E2F1;PSMA2;ORC2;CDKN1A;DHFR;PPP2R1A;RPS27A;WEE1;PSMB8;PSMD12;MNAT1;PSMC6;MAX;RB1;PSMD6;PSMD5;RPA2;PSME1;TK2;CDKN1B;SKP1;PPP2CA;CDK7;CCNH,PKMYT1;MCM2;CDC45;CCNA2;MCM4;CDT1;MCM10;CDC25A;PSMD3;TYMS;CCNE1;FBXO5;SKP2;ORC1;MCM7;PSMD2;MCM3;MCM6;PPP2R3B;MCM5;PSMB3;POLA2;CDK1;CDC7;PSMD11;CCNB1;POLE;PSMB2;CDK4;RRM2;PSMC3;MCM8;CDC6;PSMA7;CCNA1;PRIM2;CKS1B;PSMB7;PSMB1;PSMD7;PSMD8;PSMB5;CUL1;CDK2;PRIM1;PSMB6;POLE2;PSMD14;MYC;RPA4;PSMC2;TFDP1;PSMD4;PSMB4;PSMA6;PTK6
