Term,1,2,3,4ER+,4ER-,5,6,7,8,9,10
APC/C-mediated degradation of cell cycle proteins,5.0,1.3694077182022142,3.5824184337416596,5.0,1.3523045776855642,2.789961660139913,2.2217757879949094,2.919544023809007,2.8426864846360758,2.1809155439617225,3.4777202534068703
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,5.0,1.0696716207815298,3.439327434788904,3.9616117696486155,0.5895547732784393,2.4353185434808933,1.3614926408292694,3.5885508047675825,3.065540158299512,1.5602642920252177,3.9665799113977767
AUF1 (hnRNP D0) binds and destabilizes mRNA,5.0,0.6423316465142771,2.8668750666531992,3.916879768305631,0.8265582221725665,3.094196795679105,1.2428279630889982,2.210908448352116,2.4278918219102814,1.9558369961603168,2.1181942365927022
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,5.0,1.292961189884463,3.521148777002737,4.9427264254882415,1.127022834952818,3.126989309075413,1.382736405725873,3.943677703525726,2.415731839382144,2.091158902018463,3.693578639334039
Assembly of the pre-replicative complex,5.0,0.8068901123222578,4.034043301376474,5.0,0.7848112319586414,5.0,1.1871289740143496,4.174816528912313,4.118162375827669,2.267943469297858,5.0
Cell Cycle Checkpoints,5.0,2.0826934619533186,4.4650328350238055,5.0,1.4741806987608383,5.0,2.2015724019066227,5.0,2.63481775694291,1.978324622729623,5.0
Chromosome Maintenance,5.0,5.0,5.0,5.0,2.48699260367036,1.4225360424973836,3.640905095736885,2.4761002012668616,2.254580930119399,2.3341439200578997,3.717059735183562
Cyclin A:Cdk2-associated events at S phase entry,5.0,1.8072053485619004,3.0479148185863982,3.354360705336334,1.3447905368547222,2.2056828577310754,1.9118234166523305,2.122028243770673,3.06843610911832,1.6085441148594055,1.9182466607576607
Cyclin E associated events during G1/S transition,5.0,2.1611777704659665,2.715269165768151,3.9580431835723475,1.5064147933995138,2.321273572957113,1.738158832135977,2.8201114800969087,2.893272499718084,1.736100402160353,1.6769369680148216
Degradation of AXIN,5.0,0.6915281364767786,2.0132373724787627,2.970755149088485,0.694751357392559,2.3111472474008052,0.9462221233961312,1.54285418550227,1.7693366608845924,1.227775897830556,2.549733365715201
Formation of the HIV-1 Early Elongation Complex,5.0,0.3258001201300492,1.602140617190233,2.7061138326783722,2.2037137895874395,0.22169609559670117,1.7527532336743052,0.19328974475789057,0.16877623431938524,1.583650359948298,0.6538512357443351
G1/S Transition,5.0,2.9775333735198393,5.0,5.0,1.7075143618156226,3.0746012396157245,2.698897042714572,3.733410826459185,3.3302512881548694,2.3440698763826227,3.7863326925709377
G2/M Checkpoints,5.0,1.938687877375494,5.0,5.0,1.7064260660255088,5.0,2.1875867556898476,5.0,2.9945619899916314,2.332060968909607,5.0
G2/M DNA damage checkpoint,5.0,1.1755484296527041,3.7473623320215435,4.930988022216998,2.2241879750496776,1.8833351305012023,1.061815432432551,1.7024065450956483,0.5087646927270757,1.605985682703155,3.568639902725739
Hh mutants abrogate ligand secretion,5.0,0.7144364695716047,1.6438702541836927,2.08588772613337,0.43634551704465335,2.3166638839280003,1.1637152375131068,2.8797494802220087,2.165071841816832,1.0454720751563502,1.6581897470918583
Hh mutants that don't undergo autocatalytic processing are degraded by ERAD,5.0,0.6409945973241136,1.6077760942368675,2.6781349912371044,0.4921258743520129,2.3970920532593336,1.1687409216863391,2.6753306172147777,2.301823580161012,1.029124269204741,2.044522085329853
Homologous DNA Pairing and Strand Exchange,5.0,1.3446974264743305,5.0,5.0,1.7054130259147655,0.9715295586108237,0.5808836608261922,1.0400223108134503,0.2541494256218665,1.0137306259570493,3.4273107499292697
M/G1 Transition,5.0,1.073042887146211,5.0,5.0,0.9960110204684423,3.942929120348456,1.3598717284891577,5.0,3.3045388072818067,2.307237385184575,5.0
Mitochondrial translation elongation,5.0,0.8960401626865315,1.4761428810616444,5.0,5.0,0.9375968636552828,1.617574972569007,0.9075100273208331,0.20776773327510017,2.272874263318977,0.9309454716774744
Mitochondrial translation initiation,5.0,0.8960738561128928,1.2835558688080804,5.0,5.0,1.1140588735120434,1.7117833267101374,0.6653986504430424,0.14482926010485178,2.081831126925682,0.8164284043562132
Mitochondrial translation termination,5.0,0.7487181637178878,1.3553053623757094,5.0,5.0,1.4702676340740428,1.1622379486345602,0.8481873931648116,0.1432953284197432,2.0917794336216624,1.1698414273035027
Mitotic Anaphase,5.0,2.135252942504478,3.5669062675634122,5.0,1.6567670288235186,3.034444101469806,2.288722577625523,5.0,2.1011822360735013,2.2674428415975765,5.0
Mitotic Metaphase and Anaphase,5.0,2.126186384228581,3.7204901856212422,5.0,1.6980520070250344,3.56271787863685,2.208202980805636,5.0,2.602393421497469,2.3233747897245145,5.0
Mitotic Prometaphase,5.0,2.776873922973421,4.433998601283837,5.0,1.988055757956292,2.6734161761305395,3.7870331314151233,5.0,1.9525413111721288,2.3564203147690517,5.0
Nucleosome assembly,5.0,1.8766674953296643,3.729633565061112,4.17680963152161,1.041697093349975,2.212734324625426,1.6464235242665306,1.827251975337298,1.9033185277799711,1.8184063405381534,5.0
Processing of DNA double-strand break ends,5.0,1.0467498960449562,2.901684846315053,4.653125891605042,1.698646694301094,0.8077524972486458,1.2486385724818054,0.5694866409059963,0.3821801199296661,1.1343684603482906,2.676545300035259
Regulation of APC/C activators between G1/S and early anaphase,5.0,1.4513856262243467,3.205801373773452,4.6751201853112105,1.122392227222841,2.6227158083121354,1.661240506292492,1.7912006093105437,2.50574393308145,1.5557177304900907,1.9677068304750742
Regulation of DNA replication,5.0,1.0700391811956056,4.4497928684670685,5.0,0.854610603639795,3.604110563795075,1.3745492505005679,3.6872298405144854,3.499711968311537,2.2991249108146197,5.0
Regulation of mitotic cell cycle,5.0,1.7280939179721426,3.5575157507573425,5.0,1.4593088972956596,3.11042020764222,1.7427785282764918,2.4603179143897185,2.857357382124402,2.031030973245626,3.675095233640026
Regulation of ornithine decarboxylase (ODC),5.0,0.42897673674139974,2.9173509920903706,5.0,0.6218949894042923,2.6661169373890403,1.370042457170629,3.3359674381750577,3.2978134456495707,1.6752157097145106,2.8122940117772424
Removal of licensing factors from origins,5.0,1.3681790474356292,4.044027522283074,5.0,1.075225216303617,3.6766612309436866,1.8576142057008307,3.852597234178394,3.321527719750012,2.266243684419964,5.0
Resolution of Sister Chromatid Cohesion,5.0,2.1484849929231093,5.0,5.0,2.285706012968893,2.935441098955906,2.339875100072904,4.267570582149212,1.5909589491270035,2.4703636670758886,5.0
S Phase,5.0,3.18704838806247,5.0,5.0,2.1922843278066577,3.065393237828901,3.7200863417845103,4.2143250701959865,3.9768332230312,2.3351086619916126,3.5905944786137893
Separation of Sister Chromatids,5.0,2.0254081862059845,3.5356139093095127,5.0,1.6735374934603784,3.5839071777067883,3.543995082728829,5.0,2.5521000377712255,2.094700053115003,5.0
Signal Transduction,5.0,0.37334011782326737,0.14346047406131013,5.0,5.0,5.0,0.4800761200774316,1.997777028253059,1.18115350292665,5.0,0.20481880507565023
Stabilization of p53,5.0,0.6009904196589839,2.479756091844512,3.9385704657170844,0.6756502723230191,3.0956969508215133,1.038254480447473,2.678847190937615,2.225372345475537,1.535786317752005,2.3399745340878826
Switching of origins to a post-replicative state,5.0,1.369780582393675,3.550337166130219,5.0,0.8937397695515399,3.7668378612927746,1.628231647589477,3.866837673293004,3.482678629012757,2.088423314326737,4.506491995976894
