Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Cell Cycle Checkpoints Homo sapiens R-HSA-69620,0.544266683482028,4.646592674721123,0.0,0.0,182,161,PSMB4;EXO1;CCNE1;PSMD7;CHEK1;MCM6;CCNA2;MCM10;RFC4;YWHAQ;PSMB10;CDK1;CCNB2;PSME4;CDC45;RFC3;BLM;PSMB5;PSMD14;PSMC2;CDC25A;MAD2L1;PSMD2;PSMD1;MCM5;MCM7;PSMA4;YWHAH;PSMB9;UBE2C;PCBP4;UBE2E1;DNA2;ORC5;PSMB2;CDC20;MCM8;PSMB3;PSMB7;ORC1;BUB1B;CDC6;YWHAG;CDC7;CCNA1;PSMD10;PSMD3;PSMA3;RFC2;PSMA5;CHEK2;CDC25C;HIST1H2BK;PSMB8;RPA1;WEE1;PSMC4;MDM4;MCM3;YWHAZ;MCM2;ANAPC7;PSMA6;RPS27A;TOPBP1;PSMA7;MDC1;MAD1L1;PSMD6;BRCC3;SFN;PSMB11;RMI1;ATR;BARD1;CDK2;DBF4;PSMD11;ATM;SUMO1;UBE2D1;RHNO1;MCM4;HUS1;RAD9B;PSMC6;RAD17;CLSPN;PSMA1;CDKN1A;ANAPC15;RPA3;ANAPC5;YWHAE;ORC2;PSMC1;CDC26;PSMB1;PSMA8;BRIP1;CCNB1;RNF168;ATRIP;UIMC1;CDC27;BABAM1;WRN;YWHAB;HIST1H2BO;PSMB6;ORC3;TP53;UBE2V2;HERC2;UBC;CDKN1B;NBN;RAD1;CDC16;PSMC3;PSME2;ANAPC10;CCNE2;ANAPC1;PSMC5;ANAPC2;MDM2;RPA2;BRCA1;PKMYT1;TOP3A;PSMF1;PSMD13;TP53BP1;PSMD5;UBA52;UBE2N;PSMD4;RNF8;PIAS4;ANAPC11;PSME3;PSMD9;RBBP8;RMI2;RFC5;PSME1;ANAPC4;CDC23;ORC4;PSMD12;PSMD8;RAD9A;PSMA2;BUB3;UBB;ORC6;KAT5;ZNF385A;ANAPC16;RAD50,PSMB4;EXO1;CCNE1;PSMD7;CHEK1;MCM6;CCNA2;MCM10;RFC4;YWHAQ;PSMB10;CDK1;CCNB2;PSME4;CDC45;RFC3;BLM;PSMB5;PSMD14;PSMC2;CDC25A;MAD2L1;PSMD2;PSMD1;MCM5;MCM7;PSMA4;YWHAH;PSMB9;UBE2C;PCBP4;UBE2E1;DNA2;ORC5;PSMB2;CDC20;MCM8;PSMB3;PSMB7;ORC1;BUB1B;CDC6;YWHAG;CDC7;CCNA1;PSMD10;PSMD3;PSMA3;RFC2;PSMA5;CHEK2;CDC25C;HIST1H2BK;PSMB8;RPA1;WEE1;PSMC4;MDM4;MCM3;YWHAZ;MCM2;ANAPC7;PSMA6;RPS27A;TOPBP1;PSMA7;MDC1;MAD1L1;PSMD6;BRCC3;SFN;PSMB11
Cell Cycle Homo sapiens R-HSA-1640170,0.5057426261398053,4.740502577048939,0.0,0.0,566,520,PSMB4;CENPL;CENPN;E2F4;TPR;CKS1B;EXO1;TERF2;NUP93;CDK6;NUP50;PMF1;CCNE1;LIN9;PSMD7;CHEK1;MCM6;CENPW;BORA;BUB1;CCNA2;GINS3;CENPA;NEK2;SKP2;MCM10;NEK7;RFC4;NUP133;YWHAQ;LPIN1;DKC1;PTTG1;NDEL1;CDT1;PSMB10;NUF2;TFDP1;SPDL1;RRM2;HJURP;CDK1;NUP205;SPC25;RPS27;PRKCA;CCNB2;PSME4;CDC45;SKA2;GORASP2;AURKA;FOXM1;RFC3;E2F3;TPX2;BLM;TERF2IP;SDCCAG8;CSNK2A2;ZW10;MAPRE1;PSMB5;PLK4;NDC80;PSMD14;CCND2;KIF2A;PSMC2;CDC25B;VRK1;CDC25A;NUP153;FBXO5;MAD2L1;CENPE;PSMD2;LMNB1;POLD3;PSMD1;MCM5;MCM7;CENPO;CENPF;AHCTF1;NCAPG;SKA1;AURKB;CENPJ;PSMA4;YWHAH;SMC3;KIF18A;PSMB9;CDCA8;LEMD3;KIF2C;MASTL;CSNK2A1;CDCA5;LMNA;PPP1CC;CENPT;NSL1;TUBB4A;NCAPD3;CNEP1R1;KIF20A;NUP88;MYC;OPTN;PPP2R5C;MND1;UBE2C;FEN1;PCBP4;TUBA4A;NCAPG2;BIRC5;UBE2E1;ACD;NEK6;PLK1;NCAPD2;DNA2;ORC5;PSMB2;TUBGCP3;NUP54;CDC20;MCM8;PSMB3;PSMB7;MIS18A;BRCA2;ORC1;BUB1B;ESPL1;CDC6;GMNN;PRIM1;SUN2;OIP5;CENPK;RAD51C;YWHAG;CEP152;CDK4;CDC7;CCNA1;SEH1L;RAE1;TUBB;PSMD10;PSMD3;STAG2;ZWILCH;SMC1B;DIDO1;NUP62;PSMA3;ERCC6L;RFC2;TUBA1A;PSMA5;CHEK2;CDC25C;USO1;RAB1A;HSP90AA1;HIST1H2BK;GINS4;PSMB8;NUP160;PRKCB;KIF23;CDKN2B;XPO1;HMMR;RPA1;CDKN2A;WEE1;NUP85;STAG1;PHLDA1;KNTC1;PSMC4;TYMS;PPP1R12A;TUBGCP5;MLH3;NUP37;PRIM2;PPP2R5D;POLA2;TEX15;NDC1;MDM4;SYCP1;GINS1;NUP35;TINF2;MCM3;CUL1;YWHAZ;MCM2;ANAPC7;PPP1CB;NUP155;CKAP5;PSMA6;RPS27A;TOPBP1;RSF1;PPP2R5B;TOP2A;POLE2;SET;E2F2;NCAPH2;INCENP;SPC24;POLD1;PSMA7;MDC1;NUP107;CCND3;CENPQ;MAD1L1;PSMD6;BRCC3;SFN;CEP72;NCAPH;PSMB11;ENSA;PPP2R2D;CENPM;RMI1;CSNK2B;ATR;ODF2;BARD1;CDK2;DSN1;DBF4;PCNT;SMARCA5;RBL2;PSMD11;ATM;SUMO1;DCTN2;POM121;HAUS8;SMC2;EP300;RB1;ZWINT;DYNLL1;MIS18BP1;UBE2D1;RBL1;RHNO1;MCM4;E2F5;NUP43;HUS1;CEP57;LIN54;ESCO2;RAD9B;DYNC1H1;PSMC6;PPP1R12B;RAD17;CLSPN;NEDD1;PSMA1;CDKN1A;CSNK1D;ANAPC15;RPA3;CENPC;ANAPC5;CENPU;YWHAE;RCC2;CDKN2C;ORC2;NUP214;CDKN2D;PSMC1;CDC26;STAG3;PSMB1;CEP63;PSMA8;E2F1;TK2;POLD2;BRIP1;CCNB1;SUN1;HAUS4;RANGAP1;SMC4;RUVBL1;RNF168;ATRIP;UIMC1;TEX12;SYCE2;CDC27;BABAM1;WRN;YWHAB;MYBL2;POT1;PPP2CB;ANKLE2;SYCE1;HIST1H2BO;PSMB6;ORC3;CEP76;VRK2;CEP41;NHP2;TP53;BANF1;UBE2V2;LPIN2;HERC2;LIN52;POLA1;MAPK1;NUP188;GINS2;TFDP2;UBC;RANBP2;GOLGA2;CLASP1;MCPH1;PCNA;HSP90AB1;TMPO;CDKN1B;NBN;PRKACA;RPA4;POLE;PPP2R5A;PRDM9;RAD1;PPP2R1B;CENPH;LPIN3;CDC16;PSMC3;MSH5;RAD51;PSME2;ANAPC10;CSNK1E;SYNE2;CEP135;CCNE2;FBXW11;DMC1;ANAPC1;FKBPL;SYNE1;PPP2R2A;PSMC5;ANAPC2;SYCP3;HAUS6;MIS12;CEP131;MDM2;PSMC3IP;SMC1A;RPA2;BRCA1;CDC14A;PKMYT1;DYRK1A;RBBP4;TOP3A;PSMF1;NPM1;PSMD13;TP53BP1;SYCP2;ESCO1;TUBGCP4;KIF2B;DYNC1I2;MAX;PPP2R3B;CETN2;RAB1B;PSMD5;OFD1;UBA52;FKBP6;CNTRL;PHF8;CEP192;CLASP2;UBE2N;REC8;PSMD4;PAFAH1B1;MNAT1;CEP70;ACTR1A;MAU2;SPO11;TUBGCP2;CENPI;SFI1;CEP164;CEP250;RNF8;CDK5RAP2;PPP2R1A;CDK11B;MSH4;RFC1;HAUS2;TAOK1;PIAS4;PRKAR2B;TUBB4B;ANAPC11;PSME3;PSMD9;MLH1;TERT;NUP210;RAD21;DCTN3;RBBP8;RMI2;LIG1;AKAP9;NUP98;AJUBA;EMD;NIPBL;CCNH;CLIP1;RUVBL2;FZR1;RFC5;TUBGCP6;PSME1;ANAPC4;PPP2R5E;PDS5A;CDC23;NEK9;ORC4;ARPP19;BLZF1;ALMS1;CDK11A;HAUS1;HDAC8;CTDNEP1;ITGB3BP;PSMD12;FGFR1OP;PSMD8;WRAP53;CDK7;RAD9A;TUBG1;PSMA2;DHFR;HSPA2;PCM1;NINL;RBBP7;HAUS3;BUB3;UBB;ORC6;RAB2A;KAT5;RAB8A;TERF1;PDS5B;GORASP1;HDAC1;SSNA1;LEMD2;POLD4;NUDC;CEP290;PTK6;ZNF385A;PPP2CA;ANAPC16;RAD50;AAAS;NUMA1;CENPP;TUBG2;DCTN1;UBE2I;CCND1;BTRC;NDE1;SKP1;CCP110;MAPK3,PSMB4;CENPL;CENPN;E2F4;TPR;CKS1B;EXO1;TERF2;NUP93;CDK6;NUP50;PMF1;CCNE1;LIN9;PSMD7;CHEK1;MCM6;CENPW;BORA;BUB1;CCNA2;GINS3;CENPA;NEK2;SKP2;MCM10;NEK7;RFC4;NUP133;YWHAQ;LPIN1;DKC1;PTTG1;NDEL1;CDT1;PSMB10;NUF2;TFDP1;SPDL1;RRM2;HJURP;CDK1;NUP205;SPC25;RPS27;PRKCA;CCNB2;PSME4;CDC45;SKA2;GORASP2;AURKA;FOXM1;RFC3;E2F3;TPX2;BLM;TERF2IP;SDCCAG8;CSNK2A2;ZW10;MAPRE1;PSMB5;PLK4;NDC80;PSMD14;CCND2;KIF2A;PSMC2;CDC25B;VRK1;CDC25A;NUP153;FBXO5;MAD2L1;CENPE;PSMD2;LMNB1;POLD3;PSMD1;MCM5;MCM7;CENPO;CENPF;AHCTF1;NCAPG;SKA1;AURKB;CENPJ;PSMA4;YWHAH;SMC3;KIF18A;PSMB9;CDCA8;LEMD3;KIF2C;MASTL;CSNK2A1;CDCA5;LMNA;PPP1CC;CENPT;NSL1;TUBB4A;NCAPD3;CNEP1R1;KIF20A;NUP88;MYC;OPTN;PPP2R5C;MND1;UBE2C;FEN1;PCBP4;TUBA4A;NCAPG2;BIRC5;UBE2E1;ACD;NEK6;PLK1;NCAPD2;DNA2;ORC5;PSMB2;TUBGCP3;NUP54;CDC20;MCM8;PSMB3;PSMB7;MIS18A;BRCA2;ORC1;BUB1B;ESPL1;CDC6;GMNN;PRIM1;SUN2;OIP5;CENPK;RAD51C;YWHAG;CEP152;CDK4;CDC7;CCNA1;SEH1L;RAE1;TUBB;PSMD10;PSMD3;STAG2;ZWILCH;SMC1B;DIDO1;NUP62;PSMA3;ERCC6L;RFC2;TUBA1A;PSMA5;CHEK2;CDC25C;USO1;RAB1A;HSP90AA1;HIST1H2BK;GINS4;PSMB8;NUP160;PRKCB;KIF23;CDKN2B;XPO1;HMMR;RPA1;CDKN2A;WEE1;NUP85;STAG1;PHLDA1;KNTC1;PSMC4;TYMS;PPP1R12A;TUBGCP5;MLH3;NUP37;PRIM2;PPP2R5D;POLA2;TEX15;NDC1;MDM4;SYCP1;GINS1;NUP35;TINF2;MCM3;CUL1;YWHAZ;MCM2;ANAPC7;PPP1CB;NUP155;CKAP5;PSMA6;RPS27A;TOPBP1;RSF1;PPP2R5B;TOP2A;POLE2;SET;E2F2;NCAPH2;INCENP;SPC24;POLD1;PSMA7;MDC1;NUP107;CCND3;CENPQ
Chemokine receptors bind chemokines Homo sapiens R-HSA-380108,0.6781553693410292,4.842204483769453,0.0,0.0,56,53,CXCL8;CXCR6;CXCR4;CCR2;CX3CL1;CCL7;CXCL9;CXCL10;CCR1;CCL5;CCL20;CCL2;CXCR3;CXCL2;CCL21;CCR7;CCL19;CXCL13;CCL22;CXCL16;CXCL6;CXCL1;CCL17;XCL1;CXCR5;CXCR1;CCL3;PPBP;CCL16;CXCL5;CCL11;CCR4;CCR10;CXCL11;CXCL3;CCL1;CCR9;ACKR4;CXCL12;CXCR2;XCR1;CCR3;ACKR3;CCL28;ACKR2;CCL27;CCL25;CCR5;PF4;CCL4;CCRL2;CCR6;CX3CR1,CXCL8;CXCR6;CXCR4;CCR2;CX3CL1;CCL7;CXCL9;CXCL10;CCR1;CCL5;CCL20;CCL2;CXCR3;CXCL2;CCL21;CCR7;CCL19;CXCL13;CCL22;CXCL16;CXCL6;CXCL1;CCL17;XCL1;CXCR5;CXCR1;CCL3
DNA Replication Homo sapiens R-HSA-69306,0.6223273087711156,4.731713733193505,0.0,0.0,105,105,PSMB4;PSMD7;MCM6;CCNA2;GINS3;MCM10;RFC4;CDT1;PSMB10;PSME4;CDC45;RFC3;E2F3;PSMB5;PSMD14;PSMC2;PSMD2;POLD3;PSMD1;MCM5;MCM7;PSMA4;PSMB9;FEN1;DNA2;ORC5;PSMB2;MCM8;PSMB3;PSMB7;ORC1;CDC6;GMNN;PRIM1;CDC7;CCNA1;PSMD10;PSMD3;PSMA3;RFC2;PSMA5;GINS4;PSMB8;RPA1;PSMC4;PRIM2;POLA2;GINS1;MCM3;MCM2;PSMA6;RPS27A;POLE2;E2F2;POLD1;PSMA7;PSMD6;PSMB11;CDK2;DBF4;PSMD11;RB1;MCM4;PSMC6;PSMA1;CDKN1A;RPA3;ORC2;PSMC1;PSMB1;PSMA8;E2F1;POLD2;PSMB6;ORC3;POLA1;GINS2;UBC;PCNA;CDKN1B;RPA4;POLE;PSMC3;PSME2;PSMC5;RPA2;PSMF1;PSMD13;PSMD5;UBA52;PSMD4;RFC1;PSME3;PSMD9;LIG1;FZR1;RFC5;PSME1;ORC4;PSMD12;PSMD8;PSMA2;UBB;ORC6;POLD4,PSMB4;PSMD7;MCM6;CCNA2;GINS3;MCM10;RFC4;CDT1;PSMB10;PSME4;CDC45;RFC3;E2F3;PSMB5;PSMD14;PSMC2;PSMD2;POLD3;PSMD1;MCM5;MCM7;PSMA4;PSMB9;FEN1;DNA2;ORC5;PSMB2;MCM8;PSMB3;PSMB7;ORC1;CDC6;GMNN;PRIM1;CDC7;CCNA1;PSMD10;PSMD3;PSMA3;RFC2;PSMA5;GINS4;PSMB8;RPA1;PSMC4;PRIM2;POLA2;GINS1;MCM3;MCM2;PSMA6;RPS27A;POLE2;E2F2;POLD1;PSMA7
DNA Replication Pre-Initiation Homo sapiens R-HSA-69002,0.6305366144224848,4.706609571933693,0.0,0.0,82,82,PSMB4;PSMD7;MCM6;MCM10;CDT1;PSMB10;PSME4;CDC45;E2F3;PSMB5;PSMD14;PSMC2;PSMD2;PSMD1;MCM5;MCM7;PSMA4;PSMB9;ORC5;PSMB2;MCM8;PSMB3;PSMB7;ORC1;CDC6;GMNN;PRIM1;CDC7;PSMD10;PSMD3;PSMA3;PSMA5;PSMB8;RPA1;PSMC4;PRIM2;POLA2;MCM3;MCM2;PSMA6;RPS27A;POLE2;E2F2;PSMA7;PSMD6;PSMB11;CDK2;DBF4;PSMD11;MCM4;PSMC6;PSMA1;RPA3;ORC2;PSMC1;PSMB1;PSMA8;E2F1;PSMB6;ORC3;POLA1;UBC;RPA4;POLE;PSMC3;PSME2;PSMC5;RPA2;PSMF1;PSMD13;PSMD5;UBA52;PSMD4;PSME3;PSMD9;PSME1;ORC4;PSMD12;PSMD8;PSMA2;UBB;ORC6,PSMB4;PSMD7;MCM6;MCM10;CDT1;PSMB10;PSME4;CDC45;E2F3;PSMB5;PSMD14;PSMC2;PSMD2;PSMD1;MCM5;MCM7;PSMA4;PSMB9;ORC5;PSMB2;MCM8;PSMB3;PSMB7;ORC1;CDC6;GMNN;PRIM1;CDC7;PSMD10;PSMD3;PSMA3;PSMA5;PSMB8;RPA1;PSMC4;PRIM2;POLA2;MCM3;MCM2;PSMA6;RPS27A;POLE2;E2F2;PSMA7;PSMD6;PSMB11
ER-Phagosome pathway Homo sapiens R-HSA-1236974,0.6368108129283809,4.772362789682097,0.0,0.0,65,65,PSMB4;PSMD7;PSMB10;HLA-F;PSME4;HLA-E;SEC61G;PSMB5;PSMD14;PSMC2;PSMD2;PSMD1;PSMA4;HLA-A;PSMB9;B2M;HLA-B;TAP2;PSMB2;SEC61B;HLA-G;PSMB3;PSMB7;PSMD10;PSMD3;PSMA3;TAP1;PSMA5;SEC61A1;PSMB8;PSMC4;CALR;PSMA6;RPS27A;SEC61A2;PSMA7;PSMD6;PSMB11;PDIA3;HLA-H;PSMD11;HLA-C;PSMC6;PSMA1;PSMC1;PSMB1;PSMA8;PSMB6;UBC;PSMC3;PSME2;PSMC5;TAPBP;PSMF1;PSMD13;PSMD5;UBA52;PSMD4;PSME3;PSMD9;PSME1;PSMD12;PSMD8;PSMA2;UBB,PSMB4;PSMD7;PSMB10;HLA-F;PSME4;HLA-E;SEC61G;PSMB5;PSMD14;PSMC2;PSMD2;PSMD1;PSMA4;HLA-A;PSMB9;B2M;HLA-B;TAP2;PSMB2;SEC61B;HLA-G;PSMB3;PSMB7;PSMD10;PSMD3;PSMA3;TAP1;PSMA5;SEC61A1;PSMB8;PSMC4;CALR;PSMA6;RPS27A;SEC61A2;PSMA7;PSMD6;PSMB11
G2/M Checkpoints Homo sapiens R-HSA-69481,0.5699930997446933,4.813379349047304,0.0,0.0,150,130,PSMB4;EXO1;PSMD7;CHEK1;MCM6;MCM10;RFC4;YWHAQ;PSMB10;CDK1;CCNB2;PSME4;CDC45;RFC3;BLM;PSMB5;PSMD14;PSMC2;CDC25A;PSMD2;PSMD1;MCM5;MCM7;PSMA4;YWHAH;PSMB9;DNA2;ORC5;PSMB2;MCM8;PSMB3;PSMB7;ORC1;CDC6;YWHAG;CDC7;PSMD10;PSMD3;PSMA3;RFC2;PSMA5;CHEK2;CDC25C;HIST1H2BK;PSMB8;RPA1;WEE1;PSMC4;MCM3;YWHAZ;MCM2;PSMA6;RPS27A;TOPBP1;PSMA7;MDC1;PSMD6;BRCC3;SFN;PSMB11;RMI1;ATR;BARD1;CDK2;DBF4;PSMD11;ATM;SUMO1;RHNO1;MCM4;HUS1;RAD9B;PSMC6;RAD17;CLSPN;PSMA1;RPA3;YWHAE;ORC2;PSMC1;PSMB1;PSMA8;BRIP1;CCNB1;RNF168;ATRIP;UIMC1;BABAM1;WRN;YWHAB;HIST1H2BO;PSMB6;ORC3;TP53;UBE2V2;HERC2;UBC;NBN;RAD1;PSMC3;PSME2;PSMC5;RPA2;BRCA1;PKMYT1;TOP3A;PSMF1;PSMD13;TP53BP1;PSMD5;UBA52;UBE2N;PSMD4;RNF8;PIAS4;PSME3;PSMD9;RBBP8;RMI2;RFC5;PSME1;ORC4;PSMD12;PSMD8;RAD9A;PSMA2;UBB;ORC6;KAT5;RAD50,PSMB4;EXO1;PSMD7;CHEK1;MCM6;MCM10;RFC4;YWHAQ;PSMB10;CDK1;CCNB2;PSME4;CDC45;RFC3;BLM;PSMB5;PSMD14;PSMC2;CDC25A;PSMD2;PSMD1;MCM5;MCM7;PSMA4;YWHAH;PSMB9;DNA2;ORC5;PSMB2;MCM8;PSMB3;PSMB7;ORC1;CDC6;YWHAG;CDC7;PSMD10;PSMD3;PSMA3;RFC2;PSMA5;CHEK2;CDC25C;HIST1H2BK;PSMB8;RPA1;WEE1;PSMC4;MCM3;YWHAZ;MCM2;PSMA6;RPS27A;TOPBP1;PSMA7;MDC1;PSMD6;BRCC3;SFN;PSMB11;RMI1;ATR;BARD1;CDK2
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell Homo sapiens R-HSA-198933,0.6816028337791329,5.308024979047376,0.0,0.0,157,115,KLRD1;HLA-F;VCAM1;LILRB3;HLA-E;SLAMF6;SLAMF7;LILRB5;KLRB1;KIR2DL3;ULBP1;CD96;ITGB7;SH2D1A;CD3D;CD247;CD8A;LAIR1;SELL;LILRB2;HLA-A;CD3G;CD300LF;ITGB1;KLRC1;ICAM2;LILRB4;KLRF1;B2M;SIGLEC10;CXADR;TREM1;CD8B;HLA-B;CD1B;KIR2DL4;ITGB2;IGLV8-61;HLA-G;CD19;CD1D;FCGR2B;LAIR2;HCST;C3;OSCAR;NCR3;CD160;CD300A;CD40;CD3E;PVR;TYROBP;ICAM4;CD1C;CD40LG;LILRA3;SIGLEC7;LILRA5;ICAM5;SIGLEC1;CD226;LILRB1;SH2D1B;ITGA4;CD300LG;CLEC2B;CLEC2D;HLA-H;CD33;NCR1;HLA-C;IFITM1;KLRK1;CD300C;FCGR1A;LILRA4;CD300LB;SIGLEC9;CD34;GLYCAM1;LILRA6;CD1A;SIGLEC5;KIR3DL1;CDH1;ITGAL;ULBP3;ICAM3;SIGLEC11;TREML2;CRTAM;CD200R1;RAET1E;CD81;KLRG1;MICA;NCR2;CD200;NCR3LG1;CD300E;SIGLEC8;FCGR3A;TREML4;CD22;LILRA1;ICAM1;KIR2DL1;SIGLEC6;TREM2;MADCAM1;LILRA2;SIGLEC12;TREML1;MICB,KLRD1;HLA-F;VCAM1;LILRB3;HLA-E;SLAMF6;SLAMF7;LILRB5;KLRB1;KIR2DL3;ULBP1;CD96;ITGB7;SH2D1A;CD3D;CD247;CD8A;LAIR1;SELL;LILRB2;HLA-A;CD3G;CD300LF;ITGB1;KLRC1;ICAM2;LILRB4;KLRF1;B2M;SIGLEC10;CXADR;TREM1;CD8B;HLA-B;CD1B;KIR2DL4;ITGB2;IGLV8-61;HLA-G;CD19;CD1D;FCGR2B;LAIR2;HCST;C3;OSCAR;NCR3;CD160;CD300A;CD40;CD3E;PVR;TYROBP;ICAM4;CD1C;CD40LG;LILRA3;SIGLEC7;LILRA5;ICAM5;SIGLEC1;CD226;LILRB1;SH2D1B;ITGA4
M Phase Homo sapiens R-HSA-68886,0.5784077083829818,4.784791103677383,0.0,0.0,268,233,PSMB4;CENPL;CENPN;TPR;NUP93;NUP50;PMF1;PSMD7;BUB1;CENPA;NEK7;NUP133;LPIN1;PTTG1;NDEL1;PSMB10;NUF2;SPDL1;CDK1;NUP205;SPC25;RPS27;PRKCA;CCNB2;PSME4;SKA2;GORASP2;CSNK2A2;ZW10;MAPRE1;PSMB5;NDC80;PSMD14;KIF2A;PSMC2;VRK1;NUP153;FBXO5;MAD2L1;CENPE;PSMD2;LMNB1;PSMD1;CENPO;CENPF;AHCTF1;NCAPG;SKA1;AURKB;PSMA4;SMC3;KIF18A;PSMB9;CDCA8;LEMD3;KIF2C;MASTL;CSNK2A1;CDCA5;LMNA;PPP1CC;CENPT;NSL1;NCAPD3;CNEP1R1;KIF20A;NUP88;PPP2R5C;UBE2C;NCAPG2;BIRC5;UBE2E1;NEK6;PLK1;NCAPD2;PSMB2;NUP54;CDC20;PSMB3;PSMB7;BUB1B;ESPL1;CENPK;SEH1L;RAE1;PSMD10;PSMD3;STAG2;ZWILCH;NUP62;PSMA3;ERCC6L;PSMA5;USO1;RAB1A;HIST1H2BK;PSMB8;NUP160;PRKCB;KIF23;XPO1;NUP85;STAG1;KNTC1;PSMC4;NUP37;PPP2R5D;NDC1;NUP35;ANAPC7;NUP155;CKAP5;PSMA6;RPS27A;PPP2R5B;SET;NCAPH2;INCENP;SPC24;PSMA7;NUP107;CENPQ;MAD1L1;PSMD6;NCAPH;PSMB11;ENSA;PPP2R2D;CENPM;CSNK2B;DSN1;PSMD11;POM121;SMC2;RB1;ZWINT;UBE2D1;NUP43;PSMC6;PSMA1;ANAPC15;CENPC;ANAPC5;CENPU;RCC2;NUP214;PSMC1;CDC26;PSMB1;PSMA8;CCNB1;RANGAP1;SMC4;CDC27;PPP2CB;ANKLE2;HIST1H2BO;PSMB6;VRK2;BANF1;LPIN2;MAPK1;NUP188;UBC;RANBP2;GOLGA2;CLASP1;MCPH1;TMPO;PPP2R5A;PPP2R1B;CENPH;LPIN3;CDC16;PSMC3;PSME2;ANAPC10;ANAPC1;PPP2R2A;PSMC5;ANAPC2;MIS12;SMC1A;PSMF1;PSMD13;KIF2B;RAB1B;PSMD5;UBA52;PHF8;CLASP2;PSMD4;PAFAH1B1;MAU2;CENPI;PPP2R1A;TAOK1;ANAPC11;PSME3;PSMD9;NUP210;RAD21;NUP98;EMD;NIPBL;CLIP1;PSME1;ANAPC4;PPP2R5E;PDS5A;CDC23;NEK9;ARPP19;BLZF1;HDAC8;CTDNEP1;ITGB3BP;PSMD12;PSMD8;PSMA2;BUB3;UBB;RAB2A;PDS5B;GORASP1;LEMD2;NUDC;PPP2CA;ANAPC16;AAAS;CENPP;NDE1;MAPK3,PSMB4;CENPL;CENPN;TPR;NUP93;NUP50;PMF1;PSMD7;BUB1;CENPA;NEK7;NUP133;LPIN1;PTTG1;NDEL1;PSMB10;NUF2;SPDL1;CDK1;NUP205;SPC25;RPS27;PRKCA;CCNB2;PSME4;SKA2;GORASP2;CSNK2A2;ZW10;MAPRE1;PSMB5;NDC80;PSMD14;KIF2A;PSMC2;VRK1;NUP153;FBXO5;MAD2L1;CENPE;PSMD2;LMNB1;PSMD1;CENPO;CENPF;AHCTF1;NCAPG;SKA1;AURKB;PSMA4;SMC3;KIF18A;PSMB9;CDCA8;LEMD3;KIF2C;MASTL;CSNK2A1;CDCA5;LMNA;PPP1CC;CENPT;NSL1;NCAPD3;CNEP1R1;KIF20A;NUP88;PPP2R5C;UBE2C;NCAPG2;BIRC5;UBE2E1;NEK6;PLK1;NCAPD2;PSMB2;NUP54;CDC20;PSMB3;PSMB7;BUB1B;ESPL1;CENPK;SEH1L;RAE1;PSMD10;PSMD3;STAG2;ZWILCH;NUP62;PSMA3;ERCC6L;PSMA5;USO1;RAB1A;HIST1H2BK;PSMB8;NUP160;PRKCB;KIF23;XPO1;NUP85;STAG1;KNTC1;PSMC4;NUP37;PPP2R5D;NDC1;NUP35;ANAPC7;NUP155;CKAP5;PSMA6;RPS27A;PPP2R5B;SET;NCAPH2;INCENP;SPC24;PSMA7;NUP107;CENPQ;MAD1L1;PSMD6;NCAPH;PSMB11;ENSA;PPP2R2D;CENPM
M/G1 Transition Homo sapiens R-HSA-68874,0.6305366144224848,4.913796672012375,0.0,0.0,82,82,PSMB4;PSMD7;MCM6;MCM10;CDT1;PSMB10;PSME4;CDC45;E2F3;PSMB5;PSMD14;PSMC2;PSMD2;PSMD1;MCM5;MCM7;PSMA4;PSMB9;ORC5;PSMB2;MCM8;PSMB3;PSMB7;ORC1;CDC6;GMNN;PRIM1;CDC7;PSMD10;PSMD3;PSMA3;PSMA5;PSMB8;RPA1;PSMC4;PRIM2;POLA2;MCM3;MCM2;PSMA6;RPS27A;POLE2;E2F2;PSMA7;PSMD6;PSMB11;CDK2;DBF4;PSMD11;MCM4;PSMC6;PSMA1;RPA3;ORC2;PSMC1;PSMB1;PSMA8;E2F1;PSMB6;ORC3;POLA1;UBC;RPA4;POLE;PSMC3;PSME2;PSMC5;RPA2;PSMF1;PSMD13;PSMD5;UBA52;PSMD4;PSME3;PSMD9;PSME1;ORC4;PSMD12;PSMD8;PSMA2;UBB;ORC6,PSMB4;PSMD7;MCM6;MCM10;CDT1;PSMB10;PSME4;CDC45;E2F3;PSMB5;PSMD14;PSMC2;PSMD2;PSMD1;MCM5;MCM7;PSMA4;PSMB9;ORC5;PSMB2;MCM8;PSMB3;PSMB7;ORC1;CDC6;GMNN;PRIM1;CDC7;PSMD10;PSMD3;PSMA3;PSMA5;PSMB8;RPA1;PSMC4;PRIM2;POLA2;MCM3;MCM2;PSMA6;RPS27A;POLE2;E2F2;PSMA7;PSMD6;PSMB11
