Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
APC/C:Cdc20 mediated degradation of mitotic proteins ,-0.7028161500423584,-3.9938664841502307,0.0,0.0,92,75,ILMN_1720926;ILMN_1802973;ILMN_1738955;ILMN_2339796;ILMN_1691428;ILMN_1763540;ILMN_2157099;ILMN_2210837;ILMN_1797406;ILMN_1659103;ILMN_1683026;ILMN_2048326;ILMN_2291010;ILMN_1697691;ILMN_1799688;ILMN_1787988;ILMN_1737862;ILMN_1768784;ILMN_1782977;ILMN_2058512;ILMN_2344130;ILMN_1767006;ILMN_1849514;ILMN_1666409;ILMN_2331501;ILMN_2346573;ILMN_1747195;ILMN_1813243;ILMN_2376108;ILMN_1704404;ILMN_1779633;ILMN_2245180;ILMN_1806778;ILMN_1702837;ILMN_2096759;ILMN_1659553;ILMN_2191428;ILMN_1796430;ILMN_1748651;ILMN_1809010;ILMN_1721659;ILMN_2112460;ILMN_1789176;ILMN_1709611;ILMN_2199284;ILMN_1814156;ILMN_1726104;ILMN_1800952;ILMN_1764794;ILMN_1723177;ILMN_2383435;ILMN_1712432;ILMN_1759952;ILMN_1732767;ILMN_1733256;ILMN_1701962;ILMN_1737396;ILMN_1663390;ILMN_1786612;ILMN_1797307;ILMN_1682098;ILMN_2387553;ILMN_2395389;ILMN_1806017;ILMN_1653822;ILMN_1712803;ILMN_1776173;ILMN_1786125;ILMN_1704094;ILMN_1747911;ILMN_1744649;ILMN_2042771;ILMN_2301083;ILMN_1722102;ILMN_1780189,ILMN_2191428;ILMN_1796430;ILMN_1748651;ILMN_1809010;ILMN_1721659;ILMN_2112460;ILMN_1789176;ILMN_1709611;ILMN_2199284;ILMN_1814156;ILMN_1726104;ILMN_1800952;ILMN_1764794;ILMN_1723177;ILMN_2383435;ILMN_1712432;ILMN_1759952;ILMN_1732767;ILMN_1733256;ILMN_1701962;ILMN_1737396;ILMN_1663390;ILMN_1786612;ILMN_1797307;ILMN_1682098;ILMN_2387553;ILMN_2395389;ILMN_1806017;ILMN_1653822;ILMN_1712803;ILMN_1776173;ILMN_1786125;ILMN_1704094;ILMN_1747911;ILMN_1744649;ILMN_2042771;ILMN_2301083;ILMN_1722102;ILMN_1780189
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1 ,-0.7024674905480628,-3.8587840426631215,0.0,0.0,89,72,ILMN_1720926;ILMN_1802973;ILMN_1738955;ILMN_2339796;ILMN_1691428;ILMN_1763540;ILMN_2210837;ILMN_1797406;ILMN_1659103;ILMN_1683026;ILMN_2048326;ILMN_2291010;ILMN_1697691;ILMN_1799688;ILMN_1787988;ILMN_1737862;ILMN_1768784;ILMN_1782977;ILMN_2058512;ILMN_2344130;ILMN_1767006;ILMN_1849514;ILMN_1666409;ILMN_2331501;ILMN_2346573;ILMN_1747195;ILMN_1813243;ILMN_2376108;ILMN_1704404;ILMN_1779633;ILMN_1791002;ILMN_1806778;ILMN_1702837;ILMN_2096759;ILMN_1659553;ILMN_2191428;ILMN_1796430;ILMN_1748651;ILMN_1809010;ILMN_1721659;ILMN_1753207;ILMN_1789176;ILMN_1709611;ILMN_2199284;ILMN_1814156;ILMN_1726104;ILMN_1800952;ILMN_1764794;ILMN_1723177;ILMN_2383435;ILMN_1712432;ILMN_1759952;ILMN_1732767;ILMN_1733256;ILMN_1701962;ILMN_1737396;ILMN_1736176;ILMN_1663390;ILMN_1786612;ILMN_1682098;ILMN_2387553;ILMN_2395389;ILMN_1806017;ILMN_1684217;ILMN_1776173;ILMN_1704094;ILMN_1744649;ILMN_2042771;ILMN_1680955;ILMN_2301083;ILMN_1722102;ILMN_1780189,ILMN_2191428;ILMN_1796430;ILMN_1748651;ILMN_1809010;ILMN_1721659;ILMN_1753207;ILMN_1789176;ILMN_1709611;ILMN_2199284;ILMN_1814156;ILMN_1726104;ILMN_1800952;ILMN_1764794;ILMN_1723177;ILMN_2383435;ILMN_1712432;ILMN_1759952;ILMN_1732767;ILMN_1733256;ILMN_1701962;ILMN_1737396;ILMN_1736176;ILMN_1663390;ILMN_1786612;ILMN_1682098;ILMN_2387553;ILMN_2395389;ILMN_1806017;ILMN_1684217;ILMN_1776173;ILMN_1704094;ILMN_1744649;ILMN_2042771;ILMN_1680955;ILMN_2301083;ILMN_1722102;ILMN_1780189
APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint ,-0.6914071148711524,-3.908004639275115,0.0,0.0,90,73,ILMN_1720926;ILMN_1802973;ILMN_1738955;ILMN_2339796;ILMN_1691428;ILMN_1763540;ILMN_2157099;ILMN_2210837;ILMN_1797406;ILMN_1659103;ILMN_1683026;ILMN_2048326;ILMN_2291010;ILMN_1697691;ILMN_1799688;ILMN_1787988;ILMN_1737862;ILMN_1768784;ILMN_1782977;ILMN_2058512;ILMN_2344130;ILMN_1767006;ILMN_1849514;ILMN_1666409;ILMN_2331501;ILMN_2346573;ILMN_1747195;ILMN_1813243;ILMN_2376108;ILMN_1704404;ILMN_1779633;ILMN_2245180;ILMN_1806778;ILMN_1702837;ILMN_2096759;ILMN_1659553;ILMN_2191428;ILMN_1796430;ILMN_1748651;ILMN_1809010;ILMN_1721659;ILMN_2112460;ILMN_1789176;ILMN_1709611;ILMN_2199284;ILMN_1814156;ILMN_1726104;ILMN_1800952;ILMN_1764794;ILMN_1723177;ILMN_2383435;ILMN_1712432;ILMN_1759952;ILMN_1732767;ILMN_1733256;ILMN_1701962;ILMN_1737396;ILMN_1663390;ILMN_1786612;ILMN_1797307;ILMN_1682098;ILMN_2387553;ILMN_2395389;ILMN_1806017;ILMN_1653822;ILMN_1776173;ILMN_1786125;ILMN_1704094;ILMN_1747911;ILMN_1744649;ILMN_2301083;ILMN_1722102;ILMN_1780189,ILMN_2191428;ILMN_1796430;ILMN_1748651;ILMN_1809010;ILMN_1721659;ILMN_2112460;ILMN_1789176;ILMN_1709611;ILMN_2199284;ILMN_1814156;ILMN_1726104;ILMN_1800952;ILMN_1764794;ILMN_1723177;ILMN_2383435;ILMN_1712432;ILMN_1759952;ILMN_1732767;ILMN_1733256;ILMN_1701962;ILMN_1737396;ILMN_1663390;ILMN_1786612;ILMN_1797307;ILMN_1682098;ILMN_2387553;ILMN_2395389;ILMN_1806017;ILMN_1653822;ILMN_1776173;ILMN_1786125;ILMN_1704094;ILMN_1747911;ILMN_1744649;ILMN_2301083;ILMN_1722102;ILMN_1780189
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3 ,-0.8480054759597323,-4.452966278834987,0.0,0.0,67,59,ILMN_1663787;ILMN_1661770;ILMN_1742123;ILMN_1662687;ILMN_2075334;ILMN_2108779;ILMN_1782329;ILMN_1767351;ILMN_2371917;ILMN_2207865;ILMN_1755318;ILMN_1750180;ILMN_1658702;ILMN_2402930;ILMN_1775925;ILMN_1723111;ILMN_1769040;ILMN_2119320;ILMN_1881081;ILMN_1652998;ILMN_1742143;ILMN_1706784;ILMN_1713436;ILMN_1776845;ILMN_1792689;ILMN_1664706;ILMN_2165369;ILMN_1670033;ILMN_1785756;ILMN_1707257;ILMN_1779373;ILMN_1726815;ILMN_1764986;ILMN_1687947;ILMN_1680937;ILMN_1676580;ILMN_1756849;ILMN_2053992;ILMN_1688666;ILMN_1813314;ILMN_1721127;ILMN_1753524;ILMN_1681542;ILMN_1716195;ILMN_1808907;ILMN_1707858;ILMN_1732071;ILMN_1666179;ILMN_1695706;ILMN_2224990;ILMN_1758623;ILMN_2115340;ILMN_2144426;ILMN_1768973;ILMN_1751120;ILMN_1788489;ILMN_1749368;ILMN_1736820;ILMN_1708728,ILMN_1706784;ILMN_1713436;ILMN_1776845;ILMN_1792689;ILMN_1664706;ILMN_2165369;ILMN_1670033;ILMN_1785756;ILMN_1707257;ILMN_1779373;ILMN_1726815;ILMN_1764986;ILMN_1687947;ILMN_1680937;ILMN_1676580;ILMN_1756849;ILMN_2053992;ILMN_1688666;ILMN_1813314;ILMN_1721127;ILMN_1753524;ILMN_1681542;ILMN_1716195;ILMN_1808907;ILMN_1707858;ILMN_1732071;ILMN_1666179;ILMN_1695706;ILMN_2224990;ILMN_1758623;ILMN_2115340;ILMN_2144426;ILMN_1768973;ILMN_1751120;ILMN_1788489;ILMN_1749368;ILMN_1736820;ILMN_1708728
Activation of HOX genes during differentiation ,-0.7171664033468053,-3.9562835024450442,0.0,0.0,123,111,ILMN_1799836;ILMN_1677018;ILMN_1687315;ILMN_1806023;ILMN_1705685;ILMN_2186369;ILMN_2390526;ILMN_1654331;ILMN_1782385;ILMN_1764709;ILMN_1809583;ILMN_1810274;ILMN_1700382;ILMN_1689874;ILMN_1789449;ILMN_1661372;ILMN_1772455;ILMN_1666933;ILMN_1717381;ILMN_1742123;ILMN_2075334;ILMN_2108779;ILMN_1787334;ILMN_1744665;ILMN_1809859;ILMN_1782329;ILMN_1670037;ILMN_1725300;ILMN_1677197;ILMN_1654488;ILMN_1797813;ILMN_1789905;ILMN_1745885;ILMN_1726049;ILMN_1689426;ILMN_1672091;ILMN_2207865;ILMN_1680193;ILMN_1696532;ILMN_1755318;ILMN_1798076;ILMN_1653514;ILMN_1750180;ILMN_1658702;ILMN_1658302;ILMN_2402930;ILMN_1775925;ILMN_2347917;ILMN_1723111;ILMN_2136177;ILMN_1802743;ILMN_2119320;ILMN_1881081;ILMN_1787366;ILMN_2181540;ILMN_2044085;ILMN_1652998;ILMN_1742143;ILMN_1689445;ILMN_2088172;ILMN_1784678;ILMN_1770053;ILMN_1786015;ILMN_1706784;ILMN_1718079;ILMN_1713436;ILMN_1776845;ILMN_1792689;ILMN_1664706;ILMN_2165369;ILMN_1670033;ILMN_1659026;ILMN_2194828;ILMN_1695797;ILMN_1785756;ILMN_1792672;ILMN_1720542;ILMN_2364529;ILMN_1707257;ILMN_1779373;ILMN_1726815;ILMN_1764986;ILMN_1748438;ILMN_1687947;ILMN_1708805;ILMN_1732300;ILMN_1680937;ILMN_1676580;ILMN_1756849;ILMN_2053992;ILMN_1688666;ILMN_1813314;ILMN_1721127;ILMN_1753524;ILMN_1681542;ILMN_1716195;ILMN_1808907;ILMN_1707858;ILMN_1732071;ILMN_1666179;ILMN_1695706;ILMN_2224990;ILMN_1758623;ILMN_2115340;ILMN_2144426;ILMN_1768973;ILMN_1751120;ILMN_1788489;ILMN_1749368;ILMN_1736820;ILMN_1708728,ILMN_1787366;ILMN_2181540;ILMN_2044085;ILMN_1652998;ILMN_1742143;ILMN_1689445;ILMN_2088172;ILMN_1784678;ILMN_1770053;ILMN_1786015;ILMN_1706784;ILMN_1718079;ILMN_1713436;ILMN_1776845;ILMN_1792689;ILMN_1664706;ILMN_2165369;ILMN_1670033;ILMN_1659026;ILMN_2194828;ILMN_1695797;ILMN_1785756;ILMN_1792672;ILMN_1720542;ILMN_2364529;ILMN_1707257;ILMN_1779373;ILMN_1726815;ILMN_1764986;ILMN_1748438;ILMN_1687947;ILMN_1708805;ILMN_1732300;ILMN_1680937;ILMN_1676580;ILMN_1756849;ILMN_2053992;ILMN_1688666;ILMN_1813314;ILMN_1721127;ILMN_1753524;ILMN_1681542;ILMN_1716195;ILMN_1808907;ILMN_1707858;ILMN_1732071;ILMN_1666179;ILMN_1695706;ILMN_2224990;ILMN_1758623;ILMN_2115340;ILMN_2144426;ILMN_1768973;ILMN_1751120;ILMN_1788489;ILMN_1749368;ILMN_1736820;ILMN_1708728
Activation of anterior HOX genes in hindbrain development during early embryogenesis ,-0.7171664033468053,-4.048127298321561,0.0,0.0,123,111,ILMN_1799836;ILMN_1677018;ILMN_1687315;ILMN_1806023;ILMN_1705685;ILMN_2186369;ILMN_2390526;ILMN_1654331;ILMN_1782385;ILMN_1764709;ILMN_1809583;ILMN_1810274;ILMN_1700382;ILMN_1689874;ILMN_1789449;ILMN_1661372;ILMN_1772455;ILMN_1666933;ILMN_1717381;ILMN_1742123;ILMN_2075334;ILMN_2108779;ILMN_1787334;ILMN_1744665;ILMN_1809859;ILMN_1782329;ILMN_1670037;ILMN_1725300;ILMN_1677197;ILMN_1654488;ILMN_1797813;ILMN_1789905;ILMN_1745885;ILMN_1726049;ILMN_1689426;ILMN_1672091;ILMN_2207865;ILMN_1680193;ILMN_1696532;ILMN_1755318;ILMN_1798076;ILMN_1653514;ILMN_1750180;ILMN_1658702;ILMN_1658302;ILMN_2402930;ILMN_1775925;ILMN_2347917;ILMN_1723111;ILMN_2136177;ILMN_1802743;ILMN_2119320;ILMN_1881081;ILMN_1787366;ILMN_2181540;ILMN_2044085;ILMN_1652998;ILMN_1742143;ILMN_1689445;ILMN_2088172;ILMN_1784678;ILMN_1770053;ILMN_1786015;ILMN_1706784;ILMN_1718079;ILMN_1713436;ILMN_1776845;ILMN_1792689;ILMN_1664706;ILMN_2165369;ILMN_1670033;ILMN_1659026;ILMN_2194828;ILMN_1695797;ILMN_1785756;ILMN_1792672;ILMN_1720542;ILMN_2364529;ILMN_1707257;ILMN_1779373;ILMN_1726815;ILMN_1764986;ILMN_1748438;ILMN_1687947;ILMN_1708805;ILMN_1732300;ILMN_1680937;ILMN_1676580;ILMN_1756849;ILMN_2053992;ILMN_1688666;ILMN_1813314;ILMN_1721127;ILMN_1753524;ILMN_1681542;ILMN_1716195;ILMN_1808907;ILMN_1707858;ILMN_1732071;ILMN_1666179;ILMN_1695706;ILMN_2224990;ILMN_1758623;ILMN_2115340;ILMN_2144426;ILMN_1768973;ILMN_1751120;ILMN_1788489;ILMN_1749368;ILMN_1736820;ILMN_1708728,ILMN_1787366;ILMN_2181540;ILMN_2044085;ILMN_1652998;ILMN_1742143;ILMN_1689445;ILMN_2088172;ILMN_1784678;ILMN_1770053;ILMN_1786015;ILMN_1706784;ILMN_1718079;ILMN_1713436;ILMN_1776845;ILMN_1792689;ILMN_1664706;ILMN_2165369;ILMN_1670033;ILMN_1659026;ILMN_2194828;ILMN_1695797;ILMN_1785756;ILMN_1792672;ILMN_1720542;ILMN_2364529;ILMN_1707257;ILMN_1779373;ILMN_1726815;ILMN_1764986;ILMN_1748438;ILMN_1687947;ILMN_1708805;ILMN_1732300;ILMN_1680937;ILMN_1676580;ILMN_1756849;ILMN_2053992;ILMN_1688666;ILMN_1813314;ILMN_1721127;ILMN_1753524;ILMN_1681542;ILMN_1716195;ILMN_1808907;ILMN_1707858;ILMN_1732071;ILMN_1666179;ILMN_1695706;ILMN_2224990;ILMN_1758623;ILMN_2115340;ILMN_2144426;ILMN_1768973;ILMN_1751120;ILMN_1788489;ILMN_1749368;ILMN_1736820;ILMN_1708728
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal ,-0.7049250292979713,-4.000179710742417,0.0,0.0,98,90,ILMN_1712556;ILMN_1773847;ILMN_1751338;ILMN_2397199;ILMN_1779841;ILMN_1722276;ILMN_2300186;ILMN_1712659;ILMN_1748241;ILMN_1696839;ILMN_1700507;ILMN_1738784;ILMN_1690397;ILMN_1756445;ILMN_2381138;ILMN_2097546;ILMN_1666761;ILMN_2376160;ILMN_1739805;ILMN_1806999;ILMN_1662198;ILMN_1783448;ILMN_1770548;ILMN_1758087;ILMN_1780302;ILMN_1722858;ILMN_1732776;ILMN_1684038;ILMN_1809139;ILMN_1718069;ILMN_1762674;ILMN_1720124;ILMN_2320574;ILMN_1652989;ILMN_1777129;ILMN_2124082;ILMN_1789283;ILMN_2245180;ILMN_2357471;ILMN_2229205;ILMN_2061641;ILMN_1742779;ILMN_2135537;ILMN_1810467;ILMN_1725121;ILMN_2359887;ILMN_1693221;ILMN_1692790;ILMN_2112460;ILMN_2334205;ILMN_1658010;ILMN_2149400;ILMN_1806483;ILMN_1701855;ILMN_1664516;ILMN_1664511;ILMN_1695357;ILMN_1802951;ILMN_1793360;ILMN_1716336;ILMN_1787477;ILMN_1771903;ILMN_2181432;ILMN_1777721;ILMN_1815924;ILMN_1736176;ILMN_1663390;ILMN_2355738;ILMN_1797307;ILMN_1670769;ILMN_2132161;ILMN_1771224;ILMN_1684217;ILMN_1685916;ILMN_1709294;ILMN_1737195;ILMN_1732516;ILMN_2202948;ILMN_1801257;ILMN_2362545;ILMN_1730825;ILMN_1716279;ILMN_1720526;ILMN_1679438;ILMN_1715905;ILMN_1803124;ILMN_1668814;ILMN_1807807;ILMN_1669635;ILMN_1772796,ILMN_2334205;ILMN_1658010;ILMN_2149400;ILMN_1806483;ILMN_1701855;ILMN_1664516;ILMN_1664511;ILMN_1695357;ILMN_1802951;ILMN_1793360;ILMN_1716336;ILMN_1787477;ILMN_1771903;ILMN_2181432;ILMN_1777721;ILMN_1815924;ILMN_1736176;ILMN_1663390;ILMN_2355738;ILMN_1797307;ILMN_1670769;ILMN_2132161;ILMN_1771224;ILMN_1684217;ILMN_1685916;ILMN_1709294;ILMN_1737195;ILMN_1732516;ILMN_2202948;ILMN_1801257;ILMN_2362545;ILMN_1730825;ILMN_1716279;ILMN_1720526;ILMN_1679438;ILMN_1715905;ILMN_1803124;ILMN_1668814;ILMN_1807807;ILMN_1669635;ILMN_1772796
Amplification of signal from the kinetochores ,-0.7049250292979713,-4.014271409242158,0.0,0.0,98,90,ILMN_1712556;ILMN_1773847;ILMN_1751338;ILMN_2397199;ILMN_1779841;ILMN_1722276;ILMN_2300186;ILMN_1712659;ILMN_1748241;ILMN_1696839;ILMN_1700507;ILMN_1738784;ILMN_1690397;ILMN_1756445;ILMN_2381138;ILMN_2097546;ILMN_1666761;ILMN_2376160;ILMN_1739805;ILMN_1806999;ILMN_1662198;ILMN_1783448;ILMN_1770548;ILMN_1758087;ILMN_1780302;ILMN_1722858;ILMN_1732776;ILMN_1684038;ILMN_1809139;ILMN_1718069;ILMN_1762674;ILMN_1720124;ILMN_2320574;ILMN_1652989;ILMN_1777129;ILMN_2124082;ILMN_1789283;ILMN_2245180;ILMN_2357471;ILMN_2229205;ILMN_2061641;ILMN_1742779;ILMN_2135537;ILMN_1810467;ILMN_1725121;ILMN_2359887;ILMN_1693221;ILMN_1692790;ILMN_2112460;ILMN_2334205;ILMN_1658010;ILMN_2149400;ILMN_1806483;ILMN_1701855;ILMN_1664516;ILMN_1664511;ILMN_1695357;ILMN_1802951;ILMN_1793360;ILMN_1716336;ILMN_1787477;ILMN_1771903;ILMN_2181432;ILMN_1777721;ILMN_1815924;ILMN_1736176;ILMN_1663390;ILMN_2355738;ILMN_1797307;ILMN_1670769;ILMN_2132161;ILMN_1771224;ILMN_1684217;ILMN_1685916;ILMN_1709294;ILMN_1737195;ILMN_1732516;ILMN_2202948;ILMN_1801257;ILMN_2362545;ILMN_1730825;ILMN_1716279;ILMN_1720526;ILMN_1679438;ILMN_1715905;ILMN_1803124;ILMN_1668814;ILMN_1807807;ILMN_1669635;ILMN_1772796,ILMN_2334205;ILMN_1658010;ILMN_2149400;ILMN_1806483;ILMN_1701855;ILMN_1664516;ILMN_1664511;ILMN_1695357;ILMN_1802951;ILMN_1793360;ILMN_1716336;ILMN_1787477;ILMN_1771903;ILMN_2181432;ILMN_1777721;ILMN_1815924;ILMN_1736176;ILMN_1663390;ILMN_2355738;ILMN_1797307;ILMN_1670769;ILMN_2132161;ILMN_1771224;ILMN_1684217;ILMN_1685916;ILMN_1709294;ILMN_1737195;ILMN_1732516;ILMN_2202948;ILMN_1801257;ILMN_2362545;ILMN_1730825;ILMN_1716279;ILMN_1720526;ILMN_1679438;ILMN_1715905;ILMN_1803124;ILMN_1668814;ILMN_1807807;ILMN_1669635;ILMN_1772796
Assembly of the pre-replicative complex ,-0.7085787144241646,-3.87056332189634,0.0,0.0,86,69,ILMN_1720926;ILMN_1691428;ILMN_1763540;ILMN_1669502;ILMN_1705093;ILMN_1784946;ILMN_1797406;ILMN_1659103;ILMN_1683026;ILMN_2048326;ILMN_2291010;ILMN_1697691;ILMN_1737862;ILMN_1768784;ILMN_1782977;ILMN_2058512;ILMN_2344130;ILMN_1767006;ILMN_1666409;ILMN_2331501;ILMN_2346573;ILMN_1747195;ILMN_2061452;ILMN_1815169;ILMN_2051469;ILMN_2376108;ILMN_1704404;ILMN_1779633;ILMN_1800654;ILMN_1702837;ILMN_2096759;ILMN_1740083;ILMN_1798654;ILMN_2191428;ILMN_1796430;ILMN_1748651;ILMN_1809010;ILMN_1721659;ILMN_1806818;ILMN_1737205;ILMN_1789176;ILMN_1709611;ILMN_1727459;ILMN_1814156;ILMN_1800952;ILMN_1764794;ILMN_1785914;ILMN_2383435;ILMN_1712432;ILMN_1759952;ILMN_1732767;ILMN_1733256;ILMN_2407124;ILMN_1720114;ILMN_1701962;ILMN_1737396;ILMN_1786612;ILMN_1682098;ILMN_2387553;ILMN_2395389;ILMN_1806017;ILMN_1731070;ILMN_1777233;ILMN_1681503;ILMN_1776173;ILMN_1704094;ILMN_1651237;ILMN_1744649;ILMN_1780189,ILMN_2191428;ILMN_1796430;ILMN_1748651;ILMN_1809010;ILMN_1721659;ILMN_1806818;ILMN_1737205;ILMN_1789176;ILMN_1709611;ILMN_1727459;ILMN_1814156;ILMN_1800952;ILMN_1764794;ILMN_1785914;ILMN_2383435;ILMN_1712432;ILMN_1759952;ILMN_1732767;ILMN_1733256;ILMN_2407124;ILMN_1720114;ILMN_1701962;ILMN_1737396;ILMN_1786612;ILMN_1682098;ILMN_2387553;ILMN_2395389;ILMN_1806017;ILMN_1731070;ILMN_1777233;ILMN_1681503;ILMN_1776173;ILMN_1704094;ILMN_1651237;ILMN_1744649;ILMN_1780189
B-WICH complex positively regulates rRNA expression ,-0.7874044112161349,-4.436366754360727,0.0,0.0,98,81,ILMN_2110167;ILMN_2329165;ILMN_2038777;ILMN_1786882;ILMN_1742427;ILMN_1742123;ILMN_2075334;ILMN_2108779;ILMN_1744665;ILMN_1806757;ILMN_1782329;ILMN_1670037;ILMN_2085525;ILMN_1780758;ILMN_1745885;ILMN_1781121;ILMN_2360448;ILMN_2207865;ILMN_1747630;ILMN_1755318;ILMN_1733802;ILMN_1674780;ILMN_1697117;ILMN_1750180;ILMN_1658702;ILMN_1779376;ILMN_1735461;ILMN_2402930;ILMN_1775925;ILMN_1782247;ILMN_2335072;ILMN_1723111;ILMN_1767219;ILMN_1667977;ILMN_2119320;ILMN_1881081;ILMN_2398587;ILMN_1652998;ILMN_1742143;ILMN_1689445;ILMN_1706784;ILMN_1713163;ILMN_1713436;ILMN_1776845;ILMN_1792689;ILMN_1664706;ILMN_2165369;ILMN_1670033;ILMN_1659026;ILMN_1785756;ILMN_1747870;ILMN_1707257;ILMN_1779373;ILMN_1726815;ILMN_1764986;ILMN_1687947;ILMN_1680937;ILMN_1676580;ILMN_1756849;ILMN_2053992;ILMN_1688666;ILMN_1813314;ILMN_1721127;ILMN_1753524;ILMN_1681542;ILMN_1716195;ILMN_1808907;ILMN_1707858;ILMN_1732071;ILMN_1666179;ILMN_1695706;ILMN_2224990;ILMN_1758623;ILMN_2115340;ILMN_2144426;ILMN_1768973;ILMN_1751120;ILMN_1788489;ILMN_1749368;ILMN_1736820;ILMN_1708728,ILMN_2398587;ILMN_1652998;ILMN_1742143;ILMN_1689445;ILMN_1706784;ILMN_1713163;ILMN_1713436;ILMN_1776845;ILMN_1792689;ILMN_1664706;ILMN_2165369;ILMN_1670033;ILMN_1659026;ILMN_1785756;ILMN_1747870;ILMN_1707257;ILMN_1779373;ILMN_1726815;ILMN_1764986;ILMN_1687947;ILMN_1680937;ILMN_1676580;ILMN_1756849;ILMN_2053992;ILMN_1688666;ILMN_1813314;ILMN_1721127;ILMN_1753524;ILMN_1681542;ILMN_1716195;ILMN_1808907;ILMN_1707858;ILMN_1732071;ILMN_1666179;ILMN_1695706;ILMN_2224990;ILMN_1758623;ILMN_2115340;ILMN_2144426;ILMN_1768973;ILMN_1751120;ILMN_1788489;ILMN_1749368;ILMN_1736820;ILMN_1708728
