Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Activation of ATR in response to replication stress ,0.8517822108638008,3.8597884377629343,0.0,0.0,37,36,ILMN_1731070;ILMN_1681503;ILMN_1670238;ILMN_1737205;ILMN_2413899;ILMN_1664630;ILMN_2407619;ILMN_1727459;ILMN_1806818;ILMN_1724489;ILMN_1798654;ILMN_1815169;ILMN_1741801;ILMN_1665559;ILMN_1784860;ILMN_2407124;ILMN_1785914;ILMN_1684183;ILMN_1732336;ILMN_1733396;ILMN_1691165;ILMN_1800654;ILMN_1699709;ILMN_1784946;ILMN_1705093;ILMN_1795719;ILMN_1740083;ILMN_2136615;ILMN_1654677;ILMN_1689241;ILMN_1716895;ILMN_2061452;ILMN_1653896;ILMN_2277201;ILMN_1737635;ILMN_1753582,ILMN_1731070;ILMN_1681503;ILMN_1670238;ILMN_1737205;ILMN_2413899;ILMN_1664630;ILMN_2407619;ILMN_1727459;ILMN_1806818;ILMN_1724489;ILMN_1798654;ILMN_1815169;ILMN_1741801;ILMN_1665559;ILMN_1784860;ILMN_2407124;ILMN_1785914;ILMN_1684183;ILMN_1732336;ILMN_1733396;ILMN_1691165
Activation of the pre-replicative complex ,0.8329406736412085,3.7890705890047456,0.0,0.0,32,32,ILMN_1731070;ILMN_1681503;ILMN_1670238;ILMN_1737205;ILMN_1651237;ILMN_2413899;ILMN_1727459;ILMN_1806818;ILMN_1798654;ILMN_1815169;ILMN_1696713;ILMN_1741801;ILMN_1665559;ILMN_1728199;ILMN_2407124;ILMN_1785914;ILMN_2191436;ILMN_1774336;ILMN_1694502;ILMN_1798880;ILMN_1800654;ILMN_1785198;ILMN_1720114;ILMN_1775975;ILMN_1784946;ILMN_1705093;ILMN_1795719;ILMN_1740083;ILMN_1716895;ILMN_2061452;ILMN_1660063;ILMN_1753582,ILMN_1731070;ILMN_1681503;ILMN_1670238;ILMN_1737205;ILMN_1651237;ILMN_2413899;ILMN_1727459;ILMN_1806818;ILMN_1798654;ILMN_1815169;ILMN_1696713;ILMN_1741801;ILMN_1665559;ILMN_1728199;ILMN_2407124;ILMN_1785914;ILMN_2191436;ILMN_1774336;ILMN_1694502;ILMN_1798880
Amplification of signal from the kinetochores ,0.6995762660470634,3.4832840529592657,0.0,0.0,98,90,ILMN_1684217;ILMN_1736176;ILMN_1685916;ILMN_1709294;ILMN_1801257;ILMN_1716279;ILMN_1663390;ILMN_1720526;ILMN_1803124;ILMN_1771224;ILMN_1730825;ILMN_2202948;ILMN_1787477;ILMN_1732516;ILMN_2132161;ILMN_1668814;ILMN_2355738;ILMN_2181432;ILMN_1664516;ILMN_1669635;ILMN_1695357;ILMN_1715905;ILMN_1658010;ILMN_1772796;ILMN_1802951;ILMN_1664511;ILMN_1679438;ILMN_1815924;ILMN_1662198;ILMN_1807807;ILMN_1742779;ILMN_1797307;ILMN_1716336;ILMN_2359887;ILMN_1737195;ILMN_1720124;ILMN_2381138;ILMN_2362545;ILMN_2149400;ILMN_1777721;ILMN_1771903;ILMN_1793360;ILMN_1732776;ILMN_2124082;ILMN_1777129;ILMN_2135537;ILMN_2097546;ILMN_1652989;ILMN_2334205;ILMN_1725121;ILMN_1739805;ILMN_1758087;ILMN_2397199;ILMN_2357471;ILMN_1780302;ILMN_1762674;ILMN_1806483;ILMN_1670769;ILMN_1783448;ILMN_1700507;ILMN_1693221;ILMN_2061641;ILMN_1690397;ILMN_1789283;ILMN_1684038;ILMN_1809139;ILMN_2112460;ILMN_1712556;ILMN_2376160;ILMN_1666761;ILMN_1810467;ILMN_2320574;ILMN_1718069;ILMN_2229205;ILMN_2245180;ILMN_1722276;ILMN_1806999;ILMN_2300186;ILMN_1701855;ILMN_1748241;ILMN_1779841;ILMN_1722858;ILMN_1692790;ILMN_1756445;ILMN_1770548;ILMN_1696839;ILMN_1712659;ILMN_1738784;ILMN_1751338;ILMN_1773847,ILMN_1684217;ILMN_1736176;ILMN_1685916;ILMN_1709294;ILMN_1801257;ILMN_1716279;ILMN_1663390;ILMN_1720526;ILMN_1803124;ILMN_1771224;ILMN_1730825;ILMN_2202948;ILMN_1787477;ILMN_1732516;ILMN_2132161;ILMN_1668814;ILMN_2355738;ILMN_2181432;ILMN_1664516;ILMN_1669635;ILMN_1695357;ILMN_1715905;ILMN_1658010;ILMN_1772796;ILMN_1802951;ILMN_1664511;ILMN_1679438;ILMN_1815924;ILMN_1662198;ILMN_1807807;ILMN_1742779;ILMN_1797307;ILMN_1716336;ILMN_2359887;ILMN_1737195;ILMN_1720124;ILMN_2381138;ILMN_2362545;ILMN_2149400;ILMN_1777721;ILMN_1771903;ILMN_1793360;ILMN_1732776;ILMN_2124082;ILMN_1777129;ILMN_2135537;ILMN_2097546;ILMN_1652989;ILMN_2334205
Assembly of the pre-replicative complex ,0.7239957242448617,3.452709721451834,0.0,0.0,86,69,ILMN_1731070;ILMN_1681503;ILMN_1777233;ILMN_1737205;ILMN_1651237;ILMN_1796430;ILMN_1727459;ILMN_1712432;ILMN_1806818;ILMN_1798654;ILMN_1815169;ILMN_1748651;ILMN_1800952;ILMN_1764794;ILMN_1809010;ILMN_2407124;ILMN_1785914;ILMN_1669502;ILMN_1701962;ILMN_1789176;ILMN_1814156;ILMN_1776173;ILMN_1733256;ILMN_1744649;ILMN_1763540;ILMN_1666409;ILMN_1704404;ILMN_1737396;ILMN_1768784;ILMN_1682098;ILMN_1800654;ILMN_1737862;ILMN_2346573;ILMN_1780189;ILMN_1702837;ILMN_2376108;ILMN_1759952;ILMN_1709611;ILMN_1732767;ILMN_1720114;ILMN_2383435;ILMN_2191428;ILMN_2395389;ILMN_2331501;ILMN_1782977;ILMN_1683026;ILMN_2344130;ILMN_1784946;ILMN_1786612;ILMN_1705093;ILMN_1747195;ILMN_1797406;ILMN_1740083;ILMN_2291010;ILMN_2387553;ILMN_1704094;ILMN_2051469;ILMN_2058512;ILMN_2061452;ILMN_1659103;ILMN_1697691;ILMN_2048326;ILMN_1721659;ILMN_1691428;ILMN_1767006;ILMN_2096759;ILMN_1779633;ILMN_1720926;ILMN_1806017,ILMN_1731070;ILMN_1681503;ILMN_1777233;ILMN_1737205;ILMN_1651237;ILMN_1796430;ILMN_1727459;ILMN_1712432;ILMN_1806818;ILMN_1798654;ILMN_1815169;ILMN_1748651;ILMN_1800952;ILMN_1764794;ILMN_1809010;ILMN_2407124;ILMN_1785914;ILMN_1669502;ILMN_1701962;ILMN_1789176;ILMN_1814156;ILMN_1776173;ILMN_1733256;ILMN_1744649;ILMN_1763540;ILMN_1666409;ILMN_1704404;ILMN_1737396;ILMN_1768784;ILMN_1682098;ILMN_1800654;ILMN_1737862
CDC6 association with the ORC:origin complex ,0.9248240132510623,3.5641001781484194,0.0,0.0,11,11,ILMN_1731070;ILMN_1777233;ILMN_1727459;ILMN_2407124;ILMN_1785914;ILMN_1669502;ILMN_1784946;ILMN_1705093;ILMN_1740083;ILMN_2051469;ILMN_2061452,ILMN_1731070;ILMN_1777233;ILMN_1727459;ILMN_2407124;ILMN_1785914;ILMN_1669502
DNA Replication ,0.7348928486120848,3.5120539955859944,0.0,0.0,145,127,ILMN_1731070;ILMN_1681503;ILMN_2301083;ILMN_1670238;ILMN_1777233;ILMN_1737205;ILMN_1786125;ILMN_1651237;ILMN_2413899;ILMN_1795852;ILMN_2412384;ILMN_1807501;ILMN_1796430;ILMN_1755834;ILMN_1809590;ILMN_1754272;ILMN_1727459;ILMN_1791002;ILMN_1712432;ILMN_1806818;ILMN_1652580;ILMN_1724489;ILMN_1798654;ILMN_1722102;ILMN_1815169;ILMN_1748651;ILMN_1696713;ILMN_1741801;ILMN_1706779;ILMN_1800952;ILMN_1665559;ILMN_1728199;ILMN_1764794;ILMN_1784860;ILMN_1809010;ILMN_2407124;ILMN_1785914;ILMN_1664682;ILMN_1669502;ILMN_1746252;ILMN_2191436;ILMN_1701962;ILMN_2157099;ILMN_1789176;ILMN_1814156;ILMN_1776173;ILMN_1732336;ILMN_1733256;ILMN_1751773;ILMN_1744649;ILMN_1749629;ILMN_1763540;ILMN_1666409;ILMN_1774336;ILMN_1694502;ILMN_1704404;ILMN_1737396;ILMN_1798880;ILMN_1768784;ILMN_1682098;ILMN_1800654;ILMN_1737862;ILMN_1785198;ILMN_1753207;ILMN_2346573;ILMN_1694177;ILMN_1780189;ILMN_1702837;ILMN_2376108;ILMN_1759952;ILMN_1709611;ILMN_1732767;ILMN_1720114;ILMN_2383435;ILMN_2191428;ILMN_1775975;ILMN_2395389;ILMN_1699709;ILMN_1726104;ILMN_2331501;ILMN_2199284;ILMN_1782977;ILMN_1813243;ILMN_1683026;ILMN_2344130;ILMN_1784946;ILMN_1786612;ILMN_1778717;ILMN_1705093;ILMN_1747195;ILMN_1797406;ILMN_1795719;ILMN_1659553;ILMN_1740083;ILMN_1849514;ILMN_2291010;ILMN_1697751;ILMN_1723177;ILMN_2387553;ILMN_1716895;ILMN_1704094;ILMN_2051469;ILMN_1803772;ILMN_1799688;ILMN_2058512;ILMN_2061452;ILMN_1659103;ILMN_1697691;ILMN_1660063;ILMN_2048326;ILMN_1787988;ILMN_1721659;ILMN_1666670;ILMN_2217935;ILMN_1691428;ILMN_1767006;ILMN_1802973;ILMN_2096759;ILMN_1779633;ILMN_1720926;ILMN_1806778;ILMN_2210837;ILMN_1753582;ILMN_2339796;ILMN_1806017;ILMN_1711766;ILMN_1738955,ILMN_1731070;ILMN_1681503;ILMN_2301083;ILMN_1670238;ILMN_1777233;ILMN_1737205;ILMN_1786125;ILMN_1651237;ILMN_2413899;ILMN_1795852;ILMN_2412384;ILMN_1807501;ILMN_1796430;ILMN_1755834;ILMN_1809590;ILMN_1754272;ILMN_1727459;ILMN_1791002;ILMN_1712432;ILMN_1806818;ILMN_1652580;ILMN_1724489;ILMN_1798654;ILMN_1722102;ILMN_1815169;ILMN_1748651;ILMN_1696713;ILMN_1741801;ILMN_1706779;ILMN_1800952;ILMN_1665559;ILMN_1728199;ILMN_1764794;ILMN_1784860;ILMN_1809010;ILMN_2407124;ILMN_1785914;ILMN_1664682;ILMN_1669502;ILMN_1746252;ILMN_2191436;ILMN_1701962;ILMN_2157099;ILMN_1789176;ILMN_1814156;ILMN_1776173;ILMN_1732336;ILMN_1733256;ILMN_1751773;ILMN_1744649;ILMN_1749629;ILMN_1763540;ILMN_1666409;ILMN_1774336;ILMN_1694502;ILMN_1704404;ILMN_1737396;ILMN_1798880
DNA Replication Pre-Initiation ,0.7388310950476704,3.4958758581934846,0.0,0.0,103,85,ILMN_1731070;ILMN_1681503;ILMN_1670238;ILMN_1777233;ILMN_1737205;ILMN_1651237;ILMN_2413899;ILMN_1796430;ILMN_1727459;ILMN_1712432;ILMN_1806818;ILMN_1798654;ILMN_1815169;ILMN_1748651;ILMN_1696713;ILMN_1741801;ILMN_1800952;ILMN_1665559;ILMN_1728199;ILMN_1764794;ILMN_1809010;ILMN_2407124;ILMN_1785914;ILMN_1669502;ILMN_2191436;ILMN_1701962;ILMN_1789176;ILMN_1814156;ILMN_1776173;ILMN_1733256;ILMN_1744649;ILMN_1763540;ILMN_1666409;ILMN_1774336;ILMN_1694502;ILMN_1704404;ILMN_1737396;ILMN_1798880;ILMN_1768784;ILMN_1682098;ILMN_1800654;ILMN_1737862;ILMN_1785198;ILMN_2346573;ILMN_1780189;ILMN_1702837;ILMN_2376108;ILMN_1759952;ILMN_1709611;ILMN_1732767;ILMN_1720114;ILMN_2383435;ILMN_2191428;ILMN_1775975;ILMN_2395389;ILMN_2331501;ILMN_1782977;ILMN_1683026;ILMN_2344130;ILMN_1784946;ILMN_1786612;ILMN_1705093;ILMN_1747195;ILMN_1797406;ILMN_1795719;ILMN_1740083;ILMN_2291010;ILMN_2387553;ILMN_1716895;ILMN_1704094;ILMN_2051469;ILMN_2058512;ILMN_2061452;ILMN_1659103;ILMN_1697691;ILMN_1660063;ILMN_2048326;ILMN_1721659;ILMN_1691428;ILMN_1767006;ILMN_2096759;ILMN_1779633;ILMN_1720926;ILMN_1753582;ILMN_1806017,ILMN_1731070;ILMN_1681503;ILMN_1670238;ILMN_1777233;ILMN_1737205;ILMN_1651237;ILMN_2413899;ILMN_1796430;ILMN_1727459;ILMN_1712432;ILMN_1806818;ILMN_1798654;ILMN_1815169;ILMN_1748651;ILMN_1696713;ILMN_1741801;ILMN_1800952;ILMN_1665559;ILMN_1728199;ILMN_1764794;ILMN_1809010;ILMN_2407124;ILMN_1785914;ILMN_1669502;ILMN_2191436;ILMN_1701962;ILMN_1789176;ILMN_1814156;ILMN_1776173;ILMN_1733256;ILMN_1744649;ILMN_1763540;ILMN_1666409;ILMN_1774336;ILMN_1694502;ILMN_1704404;ILMN_1737396;ILMN_1798880;ILMN_1768784;ILMN_1682098;ILMN_1800654;ILMN_1737862
DNA strand elongation ,0.8659815415687317,3.855972817627303,0.0,0.0,31,31,ILMN_1681503;ILMN_1670238;ILMN_1737205;ILMN_1807501;ILMN_1755834;ILMN_1809590;ILMN_1754272;ILMN_1806818;ILMN_1652580;ILMN_1724489;ILMN_1798654;ILMN_1815169;ILMN_1706779;ILMN_1784860;ILMN_2407124;ILMN_1664682;ILMN_1746252;ILMN_2191436;ILMN_1732336;ILMN_1751773;ILMN_1694502;ILMN_1800654;ILMN_1694177;ILMN_1775975;ILMN_1699709;ILMN_1795719;ILMN_1697751;ILMN_1716895;ILMN_1803772;ILMN_2217935;ILMN_1753582,ILMN_1681503;ILMN_1670238;ILMN_1737205;ILMN_1807501;ILMN_1755834;ILMN_1809590;ILMN_1754272;ILMN_1806818;ILMN_1652580;ILMN_1724489;ILMN_1798654;ILMN_1815169;ILMN_1706779;ILMN_1784860;ILMN_2407124;ILMN_1664682;ILMN_1746252;ILMN_2191436;ILMN_1732336;ILMN_1751773
Export of Viral Ribonucleoproteins from Nucleus ,0.7369898824028599,3.454605333337931,0.0,0.0,37,32,ILMN_2196569;ILMN_1669635;ILMN_1673962;ILMN_1815924;ILMN_1725612;ILMN_2381138;ILMN_1768293;ILMN_1690259;ILMN_1705907;ILMN_1738681;ILMN_1715416;ILMN_1749930;ILMN_1734826;ILMN_1784467;ILMN_1771903;ILMN_1732776;ILMN_1662130;ILMN_2378316;ILMN_1652989;ILMN_1757384;ILMN_1725121;ILMN_2145050;ILMN_1762674;ILMN_1789074;ILMN_2115154;ILMN_1666049;ILMN_1755321;ILMN_1730999;ILMN_1701374;ILMN_2320574;ILMN_2061405;ILMN_1751338,ILMN_2196569;ILMN_1669635;ILMN_1673962;ILMN_1815924;ILMN_1725612;ILMN_2381138;ILMN_1768293;ILMN_1690259;ILMN_1705907;ILMN_1738681;ILMN_1715416;ILMN_1749930;ILMN_1734826;ILMN_1784467;ILMN_1771903;ILMN_1732776;ILMN_1662130;ILMN_2378316;ILMN_1652989;ILMN_1757384;ILMN_1725121;ILMN_2145050
Extension of Telomeres ,0.8007524108990635,3.458700875806008,0.0,0.0,30,29,ILMN_1671257;ILMN_1755834;ILMN_1652580;ILMN_1724489;ILMN_1706779;ILMN_1728199;ILMN_1784860;ILMN_1664682;ILMN_1746252;ILMN_1693108;ILMN_2191436;ILMN_1732336;ILMN_1751773;ILMN_2120340;ILMN_1774336;ILMN_1694502;ILMN_1693669;ILMN_1718672;ILMN_1785198;ILMN_1694177;ILMN_1775975;ILMN_1699709;ILMN_1795719;ILMN_2373119;ILMN_1716895;ILMN_1803772;ILMN_1660063;ILMN_2217935;ILMN_1753582,ILMN_1671257;ILMN_1755834;ILMN_1652580;ILMN_1724489;ILMN_1706779;ILMN_1728199;ILMN_1784860;ILMN_1664682;ILMN_1746252;ILMN_1693108;ILMN_2191436;ILMN_1732336;ILMN_1751773;ILMN_2120340;ILMN_1774336;ILMN_1694502;ILMN_1693669;ILMN_1718672;ILMN_1785198
